trial,id,prompt,category,difficulty,expected_tool,expected_args,model_output,parsed_tool,parsed_args,tool_correct,args_correct,format_valid,false_positive,latency_ms,error
8,n024,search my contacts for Noah,should_call,easy,search_contacts,"{""query"": ""Noah""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Noah""}}",search_contacts,"{""query"": ""Noah""}",True,True,True,False,12034.1,
1,n025,do I have a contact named Elena,should_call,easy,search_contacts,"{""query"": ""Elena""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Elena""}}",search_contacts,"{""query"": ""Elena""}",True,True,True,False,15924.8,
2,n025,do I have a contact named Elena,should_call,easy,search_contacts,"{""query"": ""Elena""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Elena""}}",search_contacts,"{""query"": ""Elena""}",True,True,True,False,13719.6,
3,n025,do I have a contact named Elena,should_call,easy,search_contacts,"{""query"": ""Elena""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Elena""}}",search_contacts,"{""query"": ""Elena""}",True,True,True,False,11956.6,
4,n025,do I have a contact named Elena,should_call,easy,search_contacts,"{""query"": ""Elena""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Elena""}}",search_contacts,"{""query"": ""Elena""}",True,True,True,False,12283.0,
5,n025,do I have a contact named Elena,should_call,easy,search_contacts,"{""query"": ""Elena""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Elena""}}",search_contacts,"{""query"": ""Elena""}",True,True,True,False,10921.2,
6,n025,do I have a contact named Elena,should_call,easy,search_contacts,"{""query"": ""Elena""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Elena""}}",search_contacts,"{""query"": ""Elena""}",True,True,True,False,10779.5,
7,n025,do I have a contact named Elena,should_call,easy,search_contacts,"{""query"": ""Elena""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Elena""}}",search_contacts,"{""query"": ""Elena""}",True,True,True,False,14252.6,
8,n025,do I have a contact named Elena,should_call,easy,search_contacts,"{""query"": ""Elena""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Elena""}}",search_contacts,"{""query"": ""Elena""}",True,True,True,False,10920.9,
1,n026,check contacts for Hiro,should_call,easy,search_contacts,"{""query"": ""Hiro""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Hiro""}}",search_contacts,"{""query"": ""Hiro""}",True,True,True,False,12267.6,
2,n026,check contacts for Hiro,should_call,easy,search_contacts,"{""query"": ""Hiro""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Hiro""}}",search_contacts,"{""query"": ""Hiro""}",True,True,True,False,10180.4,
3,n026,check contacts for Hiro,should_call,easy,search_contacts,"{""query"": ""Hiro""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Hiro""}}",search_contacts,"{""query"": ""Hiro""}",True,True,True,False,17021.0,
4,n026,check contacts for Hiro,should_call,easy,search_contacts,"{""query"": ""Hiro""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Hiro""}}",search_contacts,"{""query"": ""Hiro""}",True,True,True,False,11251.4,
5,n026,check contacts for Hiro,should_call,easy,search_contacts,"{""query"": ""Hiro""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Hiro""}}",search_contacts,"{""query"": ""Hiro""}",True,True,True,False,10529.5,
6,n026,check contacts for Hiro,should_call,easy,search_contacts,"{""query"": ""Hiro""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Hiro""}}",search_contacts,"{""query"": ""Hiro""}",True,True,True,False,10287.4,
7,n026,check contacts for Hiro,should_call,easy,search_contacts,"{""query"": ""Hiro""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Hiro""}}",search_contacts,"{""query"": ""Hiro""}",True,True,True,False,9798.4,
8,n026,check contacts for Hiro,should_call,easy,search_contacts,"{""query"": ""Hiro""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Hiro""}}",search_contacts,"{""query"": ""Hiro""}",True,True,True,False,12209.7,
1,n027,look up Zainab please,should_call,easy,search_contacts,"{""query"": ""Zainab""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Zainab""}}",search_contacts,"{""query"": ""Zainab""}",True,True,True,False,11573.7,
2,n027,look up Zainab please,should_call,easy,search_contacts,"{""query"": ""Zainab""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Zainab""}}",search_contacts,"{""query"": ""Zainab""}",True,True,True,False,12919.4,
3,n027,look up Zainab please,should_call,easy,search_contacts,"{""query"": ""Zainab""}",The provided tools do not include a function for looking up individual information like Zainab. Let me know if you need help with other tasks!,,,False,False,True,False,13491.3,
4,n027,look up Zainab please,should_call,easy,search_contacts,"{""query"": ""Zainab""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Zainab""}}",search_contacts,"{""query"": ""Zainab""}",True,True,True,False,10210.2,
5,n027,look up Zainab please,should_call,easy,search_contacts,"{""query"": ""Zainab""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Zainab""}}",search_contacts,"{""query"": ""Zainab""}",True,True,True,False,9038.4,
6,n027,look up Zainab please,should_call,easy,search_contacts,"{""query"": ""Zainab""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Zainab""}}",search_contacts,"{""query"": ""Zainab""}",True,True,True,False,10761.4,
7,n027,look up Zainab please,should_call,easy,search_contacts,"{""query"": ""Zainab""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Zainab""}}",search_contacts,"{""query"": ""Zainab""}",True,True,True,False,11337.8,
8,n027,look up Zainab please,should_call,easy,search_contacts,"{""query"": ""Zainab""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Zainab""}}",search_contacts,"{""query"": ""Zainab""}",True,True,True,False,8698.1,
1,n028,find someone named Carlos in my phone,should_call,easy,search_contacts,"{""query"": ""Carlos""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Carlos""}}",search_contacts,"{""query"": ""Carlos""}",True,True,True,False,10060.8,
2,n028,find someone named Carlos in my phone,should_call,easy,search_contacts,"{""query"": ""Carlos""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Carlos""}}",search_contacts,"{""query"": ""Carlos""}",True,True,True,False,10786.1,
3,n028,find someone named Carlos in my phone,should_call,easy,search_contacts,"{""query"": ""Carlos""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Carlos""}}",search_contacts,"{""query"": ""Carlos""}",True,True,True,False,10597.1,
4,n028,find someone named Carlos in my phone,should_call,easy,search_contacts,"{""query"": ""Carlos""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Carlos""}}",search_contacts,"{""query"": ""Carlos""}",True,True,True,False,11377.0,
5,n028,find someone named Carlos in my phone,should_call,easy,search_contacts,"{""query"": ""Carlos""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Carlos""}}",search_contacts,"{""query"": ""Carlos""}",True,True,True,False,10638.8,
6,n028,find someone named Carlos in my phone,should_call,easy,search_contacts,"{""query"": ""Carlos""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Carlos""}}",search_contacts,"{""query"": ""Carlos""}",True,True,True,False,9312.2,
7,n028,find someone named Carlos in my phone,should_call,easy,search_contacts,"{""query"": ""Carlos""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Carlos""}}",search_contacts,"{""query"": ""Carlos""}",True,True,True,False,10035.4,
8,n028,find someone named Carlos in my phone,should_call,easy,search_contacts,"{""query"": ""Carlos""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Carlos""}}",search_contacts,"{""query"": ""Carlos""}",True,True,True,False,12423.5,
1,n029,search for Aisha in contacts,should_call,easy,search_contacts,"{""query"": ""Aisha""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Aisha""}}",search_contacts,"{""query"": ""Aisha""}",True,True,True,False,10817.7,
2,n029,search for Aisha in contacts,should_call,easy,search_contacts,"{""query"": ""Aisha""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Aisha""}}",search_contacts,"{""query"": ""Aisha""}",True,True,True,False,10247.1,
3,n029,search for Aisha in contacts,should_call,easy,search_contacts,"{""query"": ""Aisha""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Aisha""}}",search_contacts,"{""query"": ""Aisha""}",True,True,True,False,7914.4,
4,n029,search for Aisha in contacts,should_call,easy,search_contacts,"{""query"": ""Aisha""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Aisha""}}",search_contacts,"{""query"": ""Aisha""}",True,True,True,False,8761.5,
5,n029,search for Aisha in contacts,should_call,easy,search_contacts,"{""query"": ""Aisha""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Aisha""}}",search_contacts,"{""query"": ""Aisha""}",True,True,True,False,8979.0,
6,n029,search for Aisha in contacts,should_call,easy,search_contacts,"{""query"": ""Aisha""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Aisha""}}",search_contacts,"{""query"": ""Aisha""}",True,True,True,False,14097.1,
7,n029,search for Aisha in contacts,should_call,easy,search_contacts,"{""query"": ""Aisha""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Aisha""}}",search_contacts,"{""query"": ""Aisha""}",True,True,True,False,11077.5,
8,n029,search for Aisha in contacts,should_call,easy,search_contacts,"{""query"": ""Aisha""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Aisha""}}",search_contacts,"{""query"": ""Aisha""}",True,True,True,False,9695.8,
1,n030,who is Mateo in my contacts,should_call,easy,search_contacts,"{""query"": ""Mateo""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Mateo""}}",search_contacts,"{""query"": ""Mateo""}",True,True,True,False,10330.9,
2,n030,who is Mateo in my contacts,should_call,easy,search_contacts,"{""query"": ""Mateo""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Mateo""}}",search_contacts,"{""query"": ""Mateo""}",True,True,True,False,11229.4,
3,n030,who is Mateo in my contacts,should_call,easy,search_contacts,"{""query"": ""Mateo""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Mateo""}}",search_contacts,"{""query"": ""Mateo""}",True,True,True,False,10471.2,
4,n030,who is Mateo in my contacts,should_call,easy,search_contacts,"{""query"": ""Mateo""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Mateo""}}",search_contacts,"{""query"": ""Mateo""}",True,True,True,False,12424.6,
5,n030,who is Mateo in my contacts,should_call,easy,search_contacts,"{""query"": ""Mateo""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Mateo""}}",search_contacts,"{""query"": ""Mateo""}",True,True,True,False,11961.3,
6,n030,who is Mateo in my contacts,should_call,easy,search_contacts,"{""query"": ""Mateo""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Mateo""}}",search_contacts,"{""query"": ""Mateo""}",True,True,True,False,10945.0,
7,n030,who is Mateo in my contacts,should_call,easy,search_contacts,"{""query"": ""Mateo""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Mateo""}}",search_contacts,"{""query"": ""Mateo""}",True,True,True,False,10070.3,
8,n030,who is Mateo in my contacts,should_call,easy,search_contacts,"{""query"": ""Mateo""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Mateo""}}",search_contacts,"{""query"": ""Mateo""}",True,True,True,False,8021.0,
1,n031,pull up contact info for Lucia,should_call,easy,search_contacts,"{""query"": ""Lucia""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Lucia""}}",search_contacts,"{""query"": ""Lucia""}",True,True,True,False,7753.8,
2,n031,pull up contact info for Lucia,should_call,easy,search_contacts,"{""query"": ""Lucia""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Lucia""}}",search_contacts,"{""query"": ""Lucia""}",True,True,True,False,6499.3,
3,n031,pull up contact info for Lucia,should_call,easy,search_contacts,"{""query"": ""Lucia""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Lucia""}}",search_contacts,"{""query"": ""Lucia""}",True,True,True,False,6797.7,
4,n031,pull up contact info for Lucia,should_call,easy,search_contacts,"{""query"": ""Lucia""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Lucia""}}",search_contacts,"{""query"": ""Lucia""}",True,True,True,False,7246.8,
5,n031,pull up contact info for Lucia,should_call,easy,search_contacts,"{""query"": ""Lucia""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Lucia""}}",search_contacts,"{""query"": ""Lucia""}",True,True,True,False,6424.0,
6,n031,pull up contact info for Lucia,should_call,easy,search_contacts,"{""query"": ""Lucia""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Lucia""}}",search_contacts,"{""query"": ""Lucia""}",True,True,True,False,6172.1,
7,n031,pull up contact info for Lucia,should_call,easy,search_contacts,"{""query"": ""Lucia""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Lucia""}}",search_contacts,"{""query"": ""Lucia""}",True,True,True,False,6796.1,
8,n031,pull up contact info for Lucia,should_call,easy,search_contacts,"{""query"": ""Lucia""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Lucia""}}",search_contacts,"{""query"": ""Lucia""}",True,True,True,False,6557.2,
1,n032,is there a Jordan saved in my contacts,should_call,medium,search_contacts,"{""query"": ""Jordan""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Jordan""}}",search_contacts,"{""query"": ""Jordan""}",True,True,True,False,6547.4,
2,n032,is there a Jordan saved in my contacts,should_call,medium,search_contacts,"{""query"": ""Jordan""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Jordan""}}",search_contacts,"{""query"": ""Jordan""}",True,True,True,False,6162.1,
3,n032,is there a Jordan saved in my contacts,should_call,medium,search_contacts,"{""query"": ""Jordan""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Jordan""}}",search_contacts,"{""query"": ""Jordan""}",True,True,True,False,8434.9,
4,n032,is there a Jordan saved in my contacts,should_call,medium,search_contacts,"{""query"": ""Jordan""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Jordan""}}",search_contacts,"{""query"": ""Jordan""}",True,True,True,False,7683.0,
5,n032,is there a Jordan saved in my contacts,should_call,medium,search_contacts,"{""query"": ""Jordan""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Jordan""}}",search_contacts,"{""query"": ""Jordan""}",True,True,True,False,6453.1,
6,n032,is there a Jordan saved in my contacts,should_call,medium,search_contacts,"{""query"": ""Jordan""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Jordan""}}",search_contacts,"{""query"": ""Jordan""}",True,True,True,False,7421.4,
7,n032,is there a Jordan saved in my contacts,should_call,medium,search_contacts,"{""query"": ""Jordan""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Jordan""}}",search_contacts,"{""query"": ""Jordan""}",True,True,True,False,7213.0,
8,n032,is there a Jordan saved in my contacts,should_call,medium,search_contacts,"{""query"": ""Jordan""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Jordan""}}",search_contacts,"{""query"": ""Jordan""}",True,True,True,False,7067.6,
1,n033,can you dig through my contacts for someone called Renata,should_call,medium,search_contacts,"{""query"": ""Renata""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Renata""}}",search_contacts,"{""query"": ""Renata""}",True,True,True,False,9951.7,
2,n033,can you dig through my contacts for someone called Renata,should_call,medium,search_contacts,"{""query"": ""Renata""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Renata""}}",search_contacts,"{""query"": ""Renata""}",True,True,True,False,8002.0,
3,n033,can you dig through my contacts for someone called Renata,should_call,medium,search_contacts,"{""query"": ""Renata""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Renata""}}",search_contacts,"{""query"": ""Renata""}",True,True,True,False,17268.0,
4,n033,can you dig through my contacts for someone called Renata,should_call,medium,search_contacts,"{""query"": ""Renata""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Renata""}}",search_contacts,"{""query"": ""Renata""}",True,True,True,False,8183.1,
5,n033,can you dig through my contacts for someone called Renata,should_call,medium,search_contacts,"{""query"": ""Renata""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Renata""}}",search_contacts,"{""query"": ""Renata""}",True,True,True,False,13798.9,
6,n033,can you dig through my contacts for someone called Renata,should_call,medium,search_contacts,"{""query"": ""Renata""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Renata""}}",search_contacts,"{""query"": ""Renata""}",True,True,True,False,10917.7,
7,n033,can you dig through my contacts for someone called Renata,should_call,medium,search_contacts,"{""query"": ""Renata""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Renata""}}",search_contacts,"{""query"": ""Renata""}",True,True,True,False,7184.7,
8,n033,can you dig through my contacts for someone called Renata,should_call,medium,search_contacts,"{""query"": ""Renata""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Renata""}}",search_contacts,"{""query"": ""Renata""}",True,True,True,False,9326.5,
1,n034,I'm trying to find Devon's contact card,should_call,medium,search_contacts,"{""query"": ""Devon""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Devon""}}",search_contacts,"{""query"": ""Devon""}",True,True,True,False,7269.5,
2,n034,I'm trying to find Devon's contact card,should_call,medium,search_contacts,"{""query"": ""Devon""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Devon""}}",search_contacts,"{""query"": ""Devon""}",True,True,True,False,6769.4,
3,n034,I'm trying to find Devon's contact card,should_call,medium,search_contacts,"{""query"": ""Devon""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Devon""}}",search_contacts,"{""query"": ""Devon""}",True,True,True,False,6527.0,
4,n034,I'm trying to find Devon's contact card,should_call,medium,search_contacts,"{""query"": ""Devon""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Devon""}}",search_contacts,"{""query"": ""Devon""}",True,True,True,False,15742.6,
5,n034,I'm trying to find Devon's contact card,should_call,medium,search_contacts,"{""query"": ""Devon""}","```json
{""name"": ""search_contacts"", ""arguments"": {""query"": ""Devon""}}
```",search_contacts,"{""query"": ""Devon""}",True,True,True,False,7260.9,
6,n034,I'm trying to find Devon's contact card,should_call,medium,search_contacts,"{""query"": ""Devon""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Devon""}}",search_contacts,"{""query"": ""Devon""}",True,True,True,False,6657.1,
7,n034,I'm trying to find Devon's contact card,should_call,medium,search_contacts,"{""query"": ""Devon""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Devon""}}",search_contacts,"{""query"": ""Devon""}",True,True,True,False,7389.1,
8,n034,I'm trying to find Devon's contact card,should_call,medium,search_contacts,"{""query"": ""Devon""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Devon""}}",search_contacts,"{""query"": ""Devon""}",True,True,True,False,6453.6,
1,n035,check if Priyanka is in my address book,should_call,medium,search_contacts,"{""query"": ""Priyanka""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Priyanka""}}",search_contacts,"{""query"": ""Priyanka""}",True,True,True,False,7571.4,
2,n035,check if Priyanka is in my address book,should_call,medium,search_contacts,"{""query"": ""Priyanka""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Priyanka""}}",search_contacts,"{""query"": ""Priyanka""}",True,True,True,False,7831.4,
3,n035,check if Priyanka is in my address book,should_call,medium,search_contacts,"{""query"": ""Priyanka""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Priyanka""}}",search_contacts,"{""query"": ""Priyanka""}",True,True,True,False,8129.6,
4,n035,check if Priyanka is in my address book,should_call,medium,search_contacts,"{""query"": ""Priyanka""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Priyanka""}}",search_contacts,"{""query"": ""Priyanka""}",True,True,True,False,8061.2,
5,n035,check if Priyanka is in my address book,should_call,medium,search_contacts,"{""query"": ""Priyanka""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Priyanka""}}",search_contacts,"{""query"": ""Priyanka""}",True,True,True,False,6928.6,
6,n035,check if Priyanka is in my address book,should_call,medium,search_contacts,"{""query"": ""Priyanka""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Priyanka""}}",search_contacts,"{""query"": ""Priyanka""}",True,True,True,False,9478.6,
7,n035,check if Priyanka is in my address book,should_call,medium,search_contacts,"{""query"": ""Priyanka""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Priyanka""}}",search_contacts,"{""query"": ""Priyanka""}",True,True,True,False,9273.5,
8,n035,check if Priyanka is in my address book,should_call,medium,search_contacts,"{""query"": ""Priyanka""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Priyanka""}}",search_contacts,"{""query"": ""Priyanka""}",True,True,True,False,7870.4,
1,n036,search my phone contacts for the name Omar,should_call,medium,search_contacts,"{""query"": ""Omar""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Omar""}}",search_contacts,"{""query"": ""Omar""}",True,True,True,False,8016.6,
2,n036,search my phone contacts for the name Omar,should_call,medium,search_contacts,"{""query"": ""Omar""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Omar""}}",search_contacts,"{""query"": ""Omar""}",True,True,True,False,6510.5,
3,n036,search my phone contacts for the name Omar,should_call,medium,search_contacts,"{""query"": ""Omar""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Omar""}}",search_contacts,"{""query"": ""Omar""}",True,True,True,False,6701.8,
4,n036,search my phone contacts for the name Omar,should_call,medium,search_contacts,"{""query"": ""Omar""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Omar""}}",search_contacts,"{""query"": ""Omar""}",True,True,True,False,6668.8,
5,n036,search my phone contacts for the name Omar,should_call,medium,search_contacts,"{""query"": ""Omar""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Omar""}}",search_contacts,"{""query"": ""Omar""}",True,True,True,False,7559.5,
6,n036,search my phone contacts for the name Omar,should_call,medium,search_contacts,"{""query"": ""Omar""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Omar""}}",search_contacts,"{""query"": ""Omar""}",True,True,True,False,6532.0,
7,n036,search my phone contacts for the name Omar,should_call,medium,search_contacts,"{""query"": ""Omar""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Omar""}}",search_contacts,"{""query"": ""Omar""}",True,True,True,False,7543.7,
8,n036,search my phone contacts for the name Omar,should_call,medium,search_contacts,"{""query"": ""Omar""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Omar""}}",search_contacts,"{""query"": ""Omar""}",True,True,True,False,6500.8,
1,n037,find contact details for Ingrid,should_call,medium,search_contacts,"{""query"": ""Ingrid""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Ingrid""}}",search_contacts,"{""query"": ""Ingrid""}",True,True,True,False,6564.4,
2,n037,find contact details for Ingrid,should_call,medium,search_contacts,"{""query"": ""Ingrid""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Ingrid""}}",search_contacts,"{""query"": ""Ingrid""}",True,True,True,False,8055.6,
3,n037,find contact details for Ingrid,should_call,medium,search_contacts,"{""query"": ""Ingrid""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Ingrid""}}",search_contacts,"{""query"": ""Ingrid""}",True,True,True,False,10144.2,
4,n037,find contact details for Ingrid,should_call,medium,search_contacts,"{""query"": ""Ingrid""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Ingrid""}}",search_contacts,"{""query"": ""Ingrid""}",True,True,True,False,7758.5,
5,n037,find contact details for Ingrid,should_call,medium,search_contacts,"{""query"": ""Ingrid""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Ingrid""}}",search_contacts,"{""query"": ""Ingrid""}",True,True,True,False,7712.3,
6,n037,find contact details for Ingrid,should_call,medium,search_contacts,"{""query"": ""Ingrid""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Ingrid""}}",search_contacts,"{""query"": ""Ingrid""}",True,True,True,False,7638.4,
7,n037,find contact details for Ingrid,should_call,medium,search_contacts,"{""query"": ""Ingrid""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Ingrid""}}",search_contacts,"{""query"": ""Ingrid""}",True,True,True,False,7782.0,
8,n037,find contact details for Ingrid,should_call,medium,search_contacts,"{""query"": ""Ingrid""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Ingrid""}}",search_contacts,"{""query"": ""Ingrid""}",True,True,True,False,7855.2,
1,n038,look through contacts for anyone named Kwame,should_call,medium,search_contacts,"{""query"": ""Kwame""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Kwame""}}",search_contacts,"{""query"": ""Kwame""}",True,True,True,False,7625.9,
2,n038,look through contacts for anyone named Kwame,should_call,medium,search_contacts,"{""query"": ""Kwame""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Kwame""}}",search_contacts,"{""query"": ""Kwame""}",True,True,True,False,6185.9,
3,n038,look through contacts for anyone named Kwame,should_call,medium,search_contacts,"{""query"": ""Kwame""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Kwame""}}",search_contacts,"{""query"": ""Kwame""}",True,True,True,False,6190.3,
4,n038,look through contacts for anyone named Kwame,should_call,medium,search_contacts,"{""query"": ""Kwame""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Kwame""}}",search_contacts,"{""query"": ""Kwame""}",True,True,True,False,6383.5,
5,n038,look through contacts for anyone named Kwame,should_call,medium,search_contacts,"{""query"": ""Kwame""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Kwame""}}",search_contacts,"{""query"": ""Kwame""}",True,True,True,False,5945.4,
6,n038,look through contacts for anyone named Kwame,should_call,medium,search_contacts,"{""query"": ""Kwame""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Kwame""}}",search_contacts,"{""query"": ""Kwame""}",True,True,True,False,5600.0,
7,n038,look through contacts for anyone named Kwame,should_call,medium,search_contacts,"{""query"": ""Kwame""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Kwame""}}",search_contacts,"{""query"": ""Kwame""}",True,True,True,False,6958.6,
8,n038,look through contacts for anyone named Kwame,should_call,medium,search_contacts,"{""query"": ""Kwame""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Kwame""}}",search_contacts,"{""query"": ""Kwame""}",True,True,True,False,5702.8,
1,n039,"my brother Sam mentioned a coworker named Petra, can you find Petra in my contacts",should_call,hard,search_contacts,"{""query"": ""Petra""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Petra""}}",search_contacts,"{""query"": ""Petra""}",True,True,True,False,6279.3,
2,n039,"my brother Sam mentioned a coworker named Petra, can you find Petra in my contacts",should_call,hard,search_contacts,"{""query"": ""Petra""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Petra""}}",search_contacts,"{""query"": ""Petra""}",True,True,True,False,6398.5,
3,n039,"my brother Sam mentioned a coworker named Petra, can you find Petra in my contacts",should_call,hard,search_contacts,"{""query"": ""Petra""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Petra""}}",search_contacts,"{""query"": ""Petra""}",True,True,True,False,5755.2,
4,n039,"my brother Sam mentioned a coworker named Petra, can you find Petra in my contacts",should_call,hard,search_contacts,"{""query"": ""Petra""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Petra""}}",search_contacts,"{""query"": ""Petra""}",True,True,True,False,5744.6,
5,n039,"my brother Sam mentioned a coworker named Petra, can you find Petra in my contacts",should_call,hard,search_contacts,"{""query"": ""Petra""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Petra""}}",search_contacts,"{""query"": ""Petra""}",True,True,True,False,5493.0,
6,n039,"my brother Sam mentioned a coworker named Petra, can you find Petra in my contacts",should_call,hard,search_contacts,"{""query"": ""Petra""}","{""name"": ""search_contacts"", ""arguments"": {""query"": ""Petra""}}",search_contacts,"{""query"": ""Petra""}",True,True,True,False,6861.6,
