trial,id,prompt,category,difficulty,expected_tool,expected_args,model_output,parsed_tool,parsed_args,tool_correct,args_correct,format_valid,false_positive,latency_ms,error
2,n046,can you time 10 minutes for me while I meditate,multi_arg,medium,set_timer,"{""duration_minutes"": 10, ""label"": ""meditate""}",,set_timer,"{""duration_minutes"": 60, ""label"": ""Meditation Timer""}",True,False,True,False,3043.0,
3,n046,can you time 10 minutes for me while I meditate,multi_arg,medium,set_timer,"{""duration_minutes"": 10, ""label"": ""meditate""}",,set_timer,"{""label"": ""Meditation Time"", ""duration_minutes"": 10}",True,False,True,False,3013.2,
4,n046,can you time 10 minutes for me while I meditate,multi_arg,medium,set_timer,"{""duration_minutes"": 10, ""label"": ""meditate""}",,set_timer,"{""duration_minutes"": 60, ""label"": ""Meditation Time""}",True,False,True,False,3053.5,
5,n046,can you time 10 minutes for me while I meditate,multi_arg,medium,set_timer,"{""duration_minutes"": 10, ""label"": ""meditate""}",,set_timer,"{""duration_minutes"": 10, ""label"": ""meditate time""}",True,True,True,False,3108.8,
6,n046,can you time 10 minutes for me while I meditate,multi_arg,medium,set_timer,"{""duration_minutes"": 10, ""label"": ""meditate""}",,set_timer,"{""duration_minutes"": 60, ""label"": ""Meditation time""}",True,False,True,False,3027.7,
7,n046,can you time 10 minutes for me while I meditate,multi_arg,medium,set_timer,"{""duration_minutes"": 10, ""label"": ""meditate""}",,set_timer,"{""duration_minutes"": 10, ""label"": ""meditate""}",True,True,True,False,3058.2,
8,n046,can you time 10 minutes for me while I meditate,multi_arg,medium,set_timer,"{""duration_minutes"": 10, ""label"": ""meditate""}",,set_timer,"{""duration_minutes"": 10, ""label"": ""Meditation time""}",True,False,True,False,3122.8,
1,n047,set a timer so I remember to check the oven in 40 minutes,multi_arg,medium,set_timer,"{""duration_minutes"": 40, ""label"": ""check the oven""}",,set_timer,"{""duration_minutes"": 40, ""label"": ""check_oven""}",True,False,True,False,3068.1,
2,n047,set a timer so I remember to check the oven in 40 minutes,multi_arg,medium,set_timer,"{""duration_minutes"": 40, ""label"": ""check the oven""}",,set_timer,"{""duration_minutes"": 40, ""label"": ""Oven check""}",True,False,True,False,3081.8,
3,n047,set a timer so I remember to check the oven in 40 minutes,multi_arg,medium,set_timer,"{""duration_minutes"": 40, ""label"": ""check the oven""}",,set_timer,"{""duration_minutes"": 40, ""label"": ""Check oven""}",True,False,True,False,3017.3,
4,n047,set a timer so I remember to check the oven in 40 minutes,multi_arg,medium,set_timer,"{""duration_minutes"": 40, ""label"": ""check the oven""}",,set_timer,"{""duration_minutes"": 40, ""label"": ""Oven check""}",True,False,True,False,3015.8,
5,n047,set a timer so I remember to check the oven in 40 minutes,multi_arg,medium,set_timer,"{""duration_minutes"": 40, ""label"": ""check the oven""}",,set_timer,"{""duration_minutes"": 40, ""label"": ""Check oven in 40 minutes""}",True,False,True,False,3081.1,
6,n047,set a timer so I remember to check the oven in 40 minutes,multi_arg,medium,set_timer,"{""duration_minutes"": 40, ""label"": ""check the oven""}",,set_timer,"{""duration_minutes"": 40, ""label"": ""Oven check""}",True,False,True,False,3030.6,
7,n047,set a timer so I remember to check the oven in 40 minutes,multi_arg,medium,set_timer,"{""duration_minutes"": 40, ""label"": ""check the oven""}",,set_timer,"{""duration_minutes"": 40, ""label"": ""check the oven""}",True,True,True,False,3034.6,
8,n047,set a timer so I remember to check the oven in 40 minutes,multi_arg,medium,set_timer,"{""duration_minutes"": 40, ""label"": ""check the oven""}",,set_timer,"{""duration_minutes"": 40, ""label"": ""Oven reminder""}",True,False,True,False,3053.3,
1,n048,I need a 7 minute timer for my run cooldown,multi_arg,medium,set_timer,"{""duration_minutes"": 7, ""label"": ""run cooldown""}",,set_timer,"{""duration_minutes"": 7, ""label"": ""Run cooldown""}",True,True,True,False,2968.4,
2,n048,I need a 7 minute timer for my run cooldown,multi_arg,medium,set_timer,"{""duration_minutes"": 7, ""label"": ""run cooldown""}",,set_timer,"{""duration_minutes"": 7, ""label"": ""Run Cooldown""}",True,True,True,False,3038.0,
3,n048,I need a 7 minute timer for my run cooldown,multi_arg,medium,set_timer,"{""duration_minutes"": 7, ""label"": ""run cooldown""}",,set_timer,"{""duration_minutes"": 7, ""label"": ""Run cooldown""}",True,True,True,False,3001.7,
4,n048,I need a 7 minute timer for my run cooldown,multi_arg,medium,set_timer,"{""duration_minutes"": 7, ""label"": ""run cooldown""}",,set_timer,"{""duration_minutes"": 7, ""label"": ""Run Cooldown""}",True,True,True,False,3007.5,
5,n048,I need a 7 minute timer for my run cooldown,multi_arg,medium,set_timer,"{""duration_minutes"": 7, ""label"": ""run cooldown""}",,set_timer,"{""duration_minutes"": 7, ""label"": ""Run cooldown""}",True,True,True,False,3044.7,
6,n048,I need a 7 minute timer for my run cooldown,multi_arg,medium,set_timer,"{""duration_minutes"": 7, ""label"": ""run cooldown""}",,set_timer,"{""duration_minutes"": 7, ""label"": ""Run Cooldown""}",True,True,True,False,3018.6,
7,n048,I need a 7 minute timer for my run cooldown,multi_arg,medium,set_timer,"{""duration_minutes"": 7, ""label"": ""run cooldown""}",,set_timer,"{""duration_minutes"": 7, ""label"": ""Run cooldown""}",True,True,True,False,3038.3,
8,n048,I need a 7 minute timer for my run cooldown,multi_arg,medium,set_timer,"{""duration_minutes"": 7, ""label"": ""run cooldown""}",,set_timer,"{""duration_minutes"": 7, ""label"": ""Run Cooldown""}",True,True,True,False,3053.4,
1,n049,"start a timer, 18 minutes, for charging my phone",multi_arg,medium,set_timer,"{""duration_minutes"": 18, ""label"": ""charging my phone""}",,set_timer,"{""label"": ""Phone charging"", ""duration_minutes"": 18}",True,False,True,False,3030.6,
2,n049,"start a timer, 18 minutes, for charging my phone",multi_arg,medium,set_timer,"{""duration_minutes"": 18, ""label"": ""charging my phone""}",,set_timer,"{""duration_minutes"": 18, ""label"": ""Charging my phone""}",True,True,True,False,3098.4,
3,n049,"start a timer, 18 minutes, for charging my phone",multi_arg,medium,set_timer,"{""duration_minutes"": 18, ""label"": ""charging my phone""}",,set_timer,"{""duration_minutes"": 18, ""label"": ""charging phone""}",True,False,True,False,3040.8,
4,n049,"start a timer, 18 minutes, for charging my phone",multi_arg,medium,set_timer,"{""duration_minutes"": 18, ""label"": ""charging my phone""}",,set_timer,"{""label"": ""Charging my phone"", ""duration_minutes"": 18}",True,True,True,False,3062.2,
5,n049,"start a timer, 18 minutes, for charging my phone",multi_arg,medium,set_timer,"{""duration_minutes"": 18, ""label"": ""charging my phone""}",,set_timer,"{""duration_minutes"": 18, ""label"": ""charging phone""}",True,False,True,False,3009.0,
6,n049,"start a timer, 18 minutes, for charging my phone",multi_arg,medium,set_timer,"{""duration_minutes"": 18, ""label"": ""charging my phone""}",,set_timer,"{""duration_minutes"": 18, ""label"": ""Charging my phone""}",True,True,True,False,3117.9,
7,n049,"start a timer, 18 minutes, for charging my phone",multi_arg,medium,set_timer,"{""duration_minutes"": 18, ""label"": ""charging my phone""}",,set_timer,"{""duration_minutes"": 18, ""label"": ""Phone Charging""}",True,False,True,False,2934.5,
8,n049,"start a timer, 18 minutes, for charging my phone",multi_arg,medium,set_timer,"{""duration_minutes"": 18, ""label"": ""charging my phone""}",,set_timer,"{""duration_minutes"": 18, ""label"": ""Charging My Phone""}",True,True,True,False,2930.4,
1,n050,set one for 50 minutes labeled study session,multi_arg,medium,set_timer,"{""duration_minutes"": 50, ""label"": ""study session""}",,set_timer,"{""duration_minutes"": 50, ""label"": ""study session""}",True,True,True,False,2917.1,
2,n050,set one for 50 minutes labeled study session,multi_arg,medium,set_timer,"{""duration_minutes"": 50, ""label"": ""study session""}",,set_timer,"{""duration_minutes"": 50, ""label"": ""study session""}",True,True,True,False,2951.8,
3,n050,set one for 50 minutes labeled study session,multi_arg,medium,set_timer,"{""duration_minutes"": 50, ""label"": ""study session""}",,set_timer,"{""duration_minutes"": 50, ""label"": ""study session""}",True,True,True,False,2994.9,
4,n050,set one for 50 minutes labeled study session,multi_arg,medium,set_timer,"{""duration_minutes"": 50, ""label"": ""study session""}",,set_timer,"{""duration_minutes"": 50, ""label"": ""study session""}",True,True,True,False,2942.1,
5,n050,set one for 50 minutes labeled study session,multi_arg,medium,set_timer,"{""duration_minutes"": 50, ""label"": ""study session""}",,set_timer,"{""duration_minutes"": 50, ""label"": ""study session""}",True,True,True,False,2929.0,
6,n050,set one for 50 minutes labeled study session,multi_arg,medium,set_timer,"{""duration_minutes"": 50, ""label"": ""study session""}",,set_timer,"{""duration_minutes"": 50, ""label"": ""study session""}",True,True,True,False,3149.3,
7,n050,set one for 50 minutes labeled study session,multi_arg,medium,set_timer,"{""duration_minutes"": 50, ""label"": ""study session""}",,set_timer,"{""duration_minutes"": 50, ""label"": ""study session""}",True,True,True,False,3100.7,
8,n050,set one for 50 minutes labeled study session,multi_arg,medium,set_timer,"{""duration_minutes"": 50, ""label"": ""study session""}",,set_timer,"{""duration_minutes"": 50, ""label"": ""study session""}",True,True,True,False,3130.6,
1,n051,can you set a countdown for 6 minutes to boil the pasta,multi_arg,medium,set_timer,"{""duration_minutes"": 6, ""label"": ""boil the pasta""}",,set_timer,"{""duration_minutes"": 6, ""label"": ""Boil Pasta""}",True,False,True,False,3125.7,
2,n051,can you set a countdown for 6 minutes to boil the pasta,multi_arg,medium,set_timer,"{""duration_minutes"": 6, ""label"": ""boil the pasta""}",,set_timer,"{""duration_minutes"": 6, ""label"": ""Boil the Pasta""}",True,True,True,False,3092.2,
3,n051,can you set a countdown for 6 minutes to boil the pasta,multi_arg,medium,set_timer,"{""duration_minutes"": 6, ""label"": ""boil the pasta""}",,set_timer,"{""label"": ""Boil Pasta"", ""duration_minutes"": 6}",True,False,True,False,3150.2,
4,n051,can you set a countdown for 6 minutes to boil the pasta,multi_arg,medium,set_timer,"{""duration_minutes"": 6, ""label"": ""boil the pasta""}",,set_timer,"{""duration_minutes"": 6, ""label"": ""Boil the Pasta""}",True,True,True,False,3078.6,
5,n051,can you set a countdown for 6 minutes to boil the pasta,multi_arg,medium,set_timer,"{""duration_minutes"": 6, ""label"": ""boil the pasta""}",,set_timer,"{""duration_minutes"": 6, ""label"": ""boil the pasta""}",True,True,True,False,2980.0,
6,n051,can you set a countdown for 6 minutes to boil the pasta,multi_arg,medium,set_timer,"{""duration_minutes"": 6, ""label"": ""boil the pasta""}",,set_timer,"{""duration_minutes"": 6, ""label"": ""Boil the Pasta""}",True,True,True,False,3105.0,
7,n051,can you set a countdown for 6 minutes to boil the pasta,multi_arg,medium,set_timer,"{""duration_minutes"": 6, ""label"": ""boil the pasta""}",,set_timer,"{""duration_minutes"": 6, ""label"": ""boil the pasta""}",True,True,True,False,3025.4,
8,n051,can you set a countdown for 6 minutes to boil the pasta,multi_arg,medium,set_timer,"{""duration_minutes"": 6, ""label"": ""boil the pasta""}",,set_timer,"{""duration_minutes"": 6, ""label"": ""Boil the pasta""}",True,True,True,False,3036.6,
1,n052,give me a timer for twenty two minutes for laundry,multi_arg,medium,set_timer,"{""duration_minutes"": 22, ""label"": ""laundry""}",,set_timer,"{""duration_minutes"": 22, ""label"": ""laundry""}",True,True,True,False,2980.4,
2,n052,give me a timer for twenty two minutes for laundry,multi_arg,medium,set_timer,"{""duration_minutes"": 22, ""label"": ""laundry""}",,set_timer,"{""duration_minutes"": 22, ""label"": ""Laundry""}",True,True,True,False,2989.2,
3,n052,give me a timer for twenty two minutes for laundry,multi_arg,medium,set_timer,"{""duration_minutes"": 22, ""label"": ""laundry""}",,set_timer,"{""duration_minutes"": 22, ""label"": ""Laundry""}",True,True,True,False,3281.9,
4,n052,give me a timer for twenty two minutes for laundry,multi_arg,medium,set_timer,"{""duration_minutes"": 22, ""label"": ""laundry""}",,set_timer,"{""duration_minutes"": 22, ""label"": ""Laundry""}",True,True,True,False,3128.9,
5,n052,give me a timer for twenty two minutes for laundry,multi_arg,medium,set_timer,"{""duration_minutes"": 22, ""label"": ""laundry""}",,set_timer,"{""duration_minutes"": 22, ""label"": ""laundry time""}",True,True,True,False,3134.5,
6,n052,give me a timer for twenty two minutes for laundry,multi_arg,medium,set_timer,"{""duration_minutes"": 22, ""label"": ""laundry""}",,set_timer,"{""duration_minutes"": 22, ""label"": ""Laundry""}",True,True,True,False,3305.6,
7,n052,give me a timer for twenty two minutes for laundry,multi_arg,medium,set_timer,"{""duration_minutes"": 22, ""label"": ""laundry""}",,set_timer,"{""duration_minutes"": 22, ""label"": ""laundry""}",True,True,True,False,3114.4,
8,n052,give me a timer for twenty two minutes for laundry,multi_arg,medium,set_timer,"{""duration_minutes"": 22, ""label"": ""laundry""}",,set_timer,"{""duration_minutes"": 22, ""label"": ""Laundry Time""}",True,True,True,False,3193.6,
1,n053,"set a timer, call it 'break', for 15 minutes",multi_arg,medium,set_timer,"{""duration_minutes"": 15, ""label"": ""break""}",,set_timer,"{""duration_minutes"": 15, ""label"": ""break""}",True,True,True,False,3367.2,
2,n053,"set a timer, call it 'break', for 15 minutes",multi_arg,medium,set_timer,"{""duration_minutes"": 15, ""label"": ""break""}",,set_timer,"{""duration_minutes"": 15, ""label"": ""break""}",True,True,True,False,3111.8,
3,n053,"set a timer, call it 'break', for 15 minutes",multi_arg,medium,set_timer,"{""duration_minutes"": 15, ""label"": ""break""}",,set_timer,"{""duration_minutes"": 15, ""label"": ""break""}",True,True,True,False,3016.6,
4,n053,"set a timer, call it 'break', for 15 minutes",multi_arg,medium,set_timer,"{""duration_minutes"": 15, ""label"": ""break""}",,set_timer,"{""duration_minutes"": 15, ""label"": ""break""}",True,True,True,False,3054.3,
5,n053,"set a timer, call it 'break', for 15 minutes",multi_arg,medium,set_timer,"{""duration_minutes"": 15, ""label"": ""break""}",,set_timer,"{""duration_minutes"": 15, ""label"": ""break""}",True,True,True,False,3098.0,
6,n053,"set a timer, call it 'break', for 15 minutes",multi_arg,medium,set_timer,"{""duration_minutes"": 15, ""label"": ""break""}",,set_timer,"{""duration_minutes"": 15, ""label"": ""break""}",True,True,True,False,3032.8,
7,n053,"set a timer, call it 'break', for 15 minutes",multi_arg,medium,set_timer,"{""duration_minutes"": 15, ""label"": ""break""}",,set_timer,"{""duration_minutes"": 15, ""label"": ""break""}",True,True,True,False,3011.2,
8,n053,"set a timer, call it 'break', for 15 minutes",multi_arg,medium,set_timer,"{""duration_minutes"": 15, ""label"": ""break""}",,set_timer,"{""duration_minutes"": 15, ""label"": ""break""}",True,True,True,False,3140.3,
1,n054,I want a timer for 9 minutes so I don't overcook the rice,multi_arg,medium,set_timer,"{""duration_minutes"": 9, ""label"": ""don't overcook the rice""}",,set_timer,"{""duration_minutes"": 9, ""label"": ""Rice Cooking Timer""}",True,False,True,False,3094.6,
2,n054,I want a timer for 9 minutes so I don't overcook the rice,multi_arg,medium,set_timer,"{""duration_minutes"": 9, ""label"": ""don't overcook the rice""}",,set_timer,"{""duration_minutes"": 9, ""label"": ""Rice cooking timer""}",True,False,True,False,3051.7,
3,n054,I want a timer for 9 minutes so I don't overcook the rice,multi_arg,medium,set_timer,"{""duration_minutes"": 9, ""label"": ""don't overcook the rice""}",,set_timer,"{""duration_minutes"": 9, ""label"": ""Rice Cooking Timer""}",True,False,True,False,3046.4,
4,n054,I want a timer for 9 minutes so I don't overcook the rice,multi_arg,medium,set_timer,"{""duration_minutes"": 9, ""label"": ""don't overcook the rice""}",,set_timer,"{""duration_minutes"": 9, ""label"": ""Rice cooking timer""}",True,False,True,False,3031.4,
5,n054,I want a timer for 9 minutes so I don't overcook the rice,multi_arg,medium,set_timer,"{""duration_minutes"": 9, ""label"": ""don't overcook the rice""}",,set_timer,"{""duration_minutes"": 9, ""label"": ""Rice Cooking Time""}",True,False,True,False,3007.4,
6,n054,I want a timer for 9 minutes so I don't overcook the rice,multi_arg,medium,set_timer,"{""duration_minutes"": 9, ""label"": ""don't overcook the rice""}",,set_timer,"{""duration_minutes"": 9, ""label"": ""Rice Cooker Timer""}",True,False,True,False,2969.7,
7,n054,I want a timer for 9 minutes so I don't overcook the rice,multi_arg,medium,set_timer,"{""duration_minutes"": 9, ""label"": ""don't overcook the rice""}",,set_timer,"{""label"": ""Rice cooking timer"", ""duration_minutes"": 9}",True,False,True,False,3009.4,
8,n054,I want a timer for 9 minutes so I don't overcook the rice,multi_arg,medium,set_timer,"{""duration_minutes"": 9, ""label"": ""don't overcook the rice""}",,set_timer,"{""duration_minutes"": 9, ""label"": ""Rice cooking""}",True,False,True,False,3076.6,
1,n055,set a reminder timer for 55 minutes for the roast,multi_arg,medium,set_timer,"{""duration_minutes"": 55, ""label"": ""the roast""}",,set_timer,"{""duration_minutes"": 55, ""label"": ""Roast""}",True,True,True,False,3006.7,
2,n055,set a reminder timer for 55 minutes for the roast,multi_arg,medium,set_timer,"{""duration_minutes"": 55, ""label"": ""the roast""}",,set_timer,"{""duration_minutes"": 55, ""label"": ""Roast""}",True,True,True,False,3082.0,
3,n055,set a reminder timer for 55 minutes for the roast,multi_arg,medium,set_timer,"{""duration_minutes"": 55, ""label"": ""the roast""}",,set_timer,"{""duration_minutes"": 55, ""label"": ""Roast""}",True,True,True,False,3115.0,
4,n055,set a reminder timer for 55 minutes for the roast,multi_arg,medium,set_timer,"{""duration_minutes"": 55, ""label"": ""the roast""}",,set_timer,"{""label"": ""Roast"", ""duration_minutes"": 55}",True,True,True,False,2901.8,
5,n055,set a reminder timer for 55 minutes for the roast,multi_arg,medium,set_timer,"{""duration_minutes"": 55, ""label"": ""the roast""}",,set_timer,"{""duration_minutes"": 55, ""label"": ""Roast""}",True,True,True,False,3005.9,
6,n055,set a reminder timer for 55 minutes for the roast,multi_arg,medium,set_timer,"{""duration_minutes"": 55, ""label"": ""the roast""}",,set_timer,"{""label"": ""Roast"", ""duration_minutes"": 55}",True,True,True,False,2966.0,
7,n055,set a reminder timer for 55 minutes for the roast,multi_arg,medium,set_timer,"{""duration_minutes"": 55, ""label"": ""the roast""}",,set_timer,"{""duration_minutes"": 55, ""label"": ""Roast""}",True,True,True,False,3092.8,
8,n055,set a reminder timer for 55 minutes for the roast,multi_arg,medium,set_timer,"{""duration_minutes"": 55, ""label"": ""the roast""}",,set_timer,"{""duration_minutes"": 55, ""label"": ""Roast""}",True,True,True,False,3059.1,
1,n056,set a timer for a quarter of an hour to check the mail,multi_arg,hard,set_timer,"{""duration_minutes"": 15, ""label"": ""check the mail""}",,set_timer,"{""label"": ""Mail Check"", ""duration_minutes"": 45}",True,False,True,False,3050.6,
2,n056,set a timer for a quarter of an hour to check the mail,multi_arg,hard,set_timer,"{""duration_minutes"": 15, ""label"": ""check the mail""}",,set_timer,"{""duration_minutes"": 45, ""label"": ""Check mail""}",True,False,True,False,3416.0,
3,n056,set a timer for a quarter of an hour to check the mail,multi_arg,hard,set_timer,"{""duration_minutes"": 15, ""label"": ""check the mail""}",,set_timer,"{""duration_minutes"": 60, ""label"": ""Mail Check""}",True,False,True,False,3074.7,
4,n056,set a timer for a quarter of an hour to check the mail,multi_arg,hard,set_timer,"{""duration_minutes"": 15, ""label"": ""check the mail""}",,set_timer,"{""duration_minutes"": 45, ""label"": ""Check mail""}",True,False,True,False,3228.9,
5,n056,set a timer for a quarter of an hour to check the mail,multi_arg,hard,set_timer,"{""duration_minutes"": 15, ""label"": ""check the mail""}",,set_timer,"{""duration_minutes"": 90, ""label"": ""Mail Checkup""}",True,False,True,False,3436.2,
6,n056,set a timer for a quarter of an hour to check the mail,multi_arg,hard,set_timer,"{""duration_minutes"": 15, ""label"": ""check the mail""}",,set_timer,"{""duration_minutes"": 90, ""label"": ""Check mail""}",True,False,True,False,3520.7,
7,n056,set a timer for a quarter of an hour to check the mail,multi_arg,hard,set_timer,"{""duration_minutes"": 15, ""label"": ""check the mail""}",,set_timer,"{""duration_minutes"": 60, ""label"": ""mail check""}",True,False,True,False,3425.7,
8,n056,set a timer for a quarter of an hour to check the mail,multi_arg,hard,set_timer,"{""duration_minutes"": 15, ""label"": ""check the mail""}",,set_timer,"{""duration_minutes"": 90, ""label"": ""Check mail""}",True,False,True,False,3400.6,
1,n057,"start a timer for ten minutes, not the five minute one I mentioned earlier, for pizza",multi_arg,hard,set_timer,"{""duration_minutes"": 10, ""label"": ""pizza""}",,set_timer,"{""duration_minutes"": 10, ""label"": ""Pizzeria Timer""}",True,False,True,False,3481.4,
2,n057,"start a timer for ten minutes, not the five minute one I mentioned earlier, for pizza",multi_arg,hard,set_timer,"{""duration_minutes"": 10, ""label"": ""pizza""}",,set_timer,"{""duration_minutes"": 10, ""label"": ""Pizza""}",True,True,True,False,4345.2,
3,n057,"start a timer for ten minutes, not the five minute one I mentioned earlier, for pizza",multi_arg,hard,set_timer,"{""duration_minutes"": 10, ""label"": ""pizza""}",,set_timer,"{""duration_minutes"": 60, ""label"": ""Pasta Timer""}",True,False,True,False,3113.7,
4,n057,"start a timer for ten minutes, not the five minute one I mentioned earlier, for pizza",multi_arg,hard,set_timer,"{""duration_minutes"": 10, ""label"": ""pizza""}",,set_timer,"{""duration_minutes"": 10, ""label"": ""Pizza Timer""}",True,True,True,False,3146.9,
5,n057,"start a timer for ten minutes, not the five minute one I mentioned earlier, for pizza",multi_arg,hard,set_timer,"{""duration_minutes"": 10, ""label"": ""pizza""}",,set_timer,"{""duration_minutes"": 60, ""label"": ""Pizza Time""}",True,False,True,False,3154.2,
6,n057,"start a timer for ten minutes, not the five minute one I mentioned earlier, for pizza",multi_arg,hard,set_timer,"{""duration_minutes"": 10, ""label"": ""pizza""}",,set_timer,"{""duration_minutes"": 10, ""label"": ""Pizza""}",True,True,True,False,3131.2,
7,n057,"start a timer for ten minutes, not the five minute one I mentioned earlier, for pizza",multi_arg,hard,set_timer,"{""duration_minutes"": 10, ""label"": ""pizza""}",,set_timer,"{""duration_minutes"": 60, ""label"": ""Start a pizza timer""}",True,False,True,False,4551.4,
8,n057,"start a timer for ten minutes, not the five minute one I mentioned earlier, for pizza",multi_arg,hard,set_timer,"{""duration_minutes"": 10, ""label"": ""pizza""}",,set_timer,"{""duration_minutes"": 60, ""label"": ""Pizza""}",True,False,True,False,3099.1,
1,n058,set a timer for two and a half minutes for the soft boiled egg,multi_arg,hard,set_timer,"{""duration_minutes"": 2.5, ""label"": ""the soft boiled egg""}",,set_timer,"{""duration_minutes"": 2.5, ""label"": ""Soft Boiled Egg""}",True,True,True,False,3215.8,
2,n058,set a timer for two and a half minutes for the soft boiled egg,multi_arg,hard,set_timer,"{""duration_minutes"": 2.5, ""label"": ""the soft boiled egg""}",,set_timer,"{""duration_minutes"": 2.5, ""label"": ""soft boiled egg""}",True,True,True,False,3404.6,
3,n058,set a timer for two and a half minutes for the soft boiled egg,multi_arg,hard,set_timer,"{""duration_minutes"": 2.5, ""label"": ""the soft boiled egg""}",,set_timer,"{""duration_minutes"": 15, ""label"": ""Soft Boiled Egg""}",True,False,True,False,3054.1,
4,n058,set a timer for two and a half minutes for the soft boiled egg,multi_arg,hard,set_timer,"{""duration_minutes"": 2.5, ""label"": ""the soft boiled egg""}",,set_timer,"{""duration_minutes"": 2.5, ""label"": ""soft boiled egg""}",True,True,True,False,3231.8,
5,n058,set a timer for two and a half minutes for the soft boiled egg,multi_arg,hard,set_timer,"{""duration_minutes"": 2.5, ""label"": ""the soft boiled egg""}",,set_timer,"{""duration_minutes"": 15.5, ""label"": ""Soft Boiled Egg""}",True,False,True,False,3721.6,
6,n058,set a timer for two and a half minutes for the soft boiled egg,multi_arg,hard,set_timer,"{""duration_minutes"": 2.5, ""label"": ""the soft boiled egg""}",,set_timer,"{""duration_minutes"": 90, ""label"": ""soft boiled egg""}",True,False,True,False,3173.5,
7,n058,set a timer for two and a half minutes for the soft boiled egg,multi_arg,hard,set_timer,"{""duration_minutes"": 2.5, ""label"": ""the soft boiled egg""}",,set_timer,"{""duration_minutes"": 15, ""label"": ""Soft Boiled Egg""}",True,False,True,False,3323.6,
8,n058,set a timer for two and a half minutes for the soft boiled egg,multi_arg,hard,set_timer,"{""duration_minutes"": 2.5, ""label"": ""the soft boiled egg""}",,set_timer,"{""duration_minutes"": 15.5, ""label"": ""Soft Boiled Egg""}",True,False,True,False,3270.8,
1,n059,give me a timer for half an hour labeled 'yoga',multi_arg,hard,set_timer,"{""duration_minutes"": 30, ""label"": ""yoga""}",,set_timer,"{""duration_minutes"": 30, ""label"": ""yoga""}",True,True,True,False,3067.0,
2,n059,give me a timer for half an hour labeled 'yoga',multi_arg,hard,set_timer,"{""duration_minutes"": 30, ""label"": ""yoga""}",,set_timer,"{""duration_minutes"": 30, ""label"": ""yoga""}",True,True,True,False,3448.8,
3,n059,give me a timer for half an hour labeled 'yoga',multi_arg,hard,set_timer,"{""duration_minutes"": 30, ""label"": ""yoga""}",,set_timer,"{""duration_minutes"": 30, ""label"": ""yoga""}",True,True,True,False,3348.1,
4,n059,give me a timer for half an hour labeled 'yoga',multi_arg,hard,set_timer,"{""duration_minutes"": 30, ""label"": ""yoga""}",,set_timer,"{""duration_minutes"": 30, ""label"": ""yoga""}",True,True,True,False,3369.7,
5,n059,give me a timer for half an hour labeled 'yoga',multi_arg,hard,set_timer,"{""duration_minutes"": 30, ""label"": ""yoga""}",,set_timer,"{""duration_minutes"": 30, ""label"": ""yoga""}",True,True,True,False,3550.9,
6,n059,give me a timer for half an hour labeled 'yoga',multi_arg,hard,set_timer,"{""duration_minutes"": 30, ""label"": ""yoga""}",,set_timer,"{""duration_minutes"": 30, ""label"": ""yoga""}",True,True,True,False,3156.9,
7,n059,give me a timer for half an hour labeled 'yoga',multi_arg,hard,set_timer,"{""duration_minutes"": 30, ""label"": ""yoga""}",,set_timer,"{""duration_minutes"": 30, ""label"": ""yoga""}",True,True,True,False,3156.5,
8,n059,give me a timer for half an hour labeled 'yoga',multi_arg,hard,set_timer,"{""duration_minutes"": 30, ""label"": ""yoga""}",,set_timer,"{""duration_minutes"": 30, ""label"": ""yoga""}",True,True,True,False,3581.1,
1,n060,set a timer for 90 seconds to steep the green tea,multi_arg,hard,set_timer,"{""duration_minutes"": 1.5, ""label"": ""steep the green tea""}",,set_timer,"{""duration_minutes"": 90, ""label"": ""steep the green tea""}",True,False,True,False,3351.7,
2,n060,set a timer for 90 seconds to steep the green tea,multi_arg,hard,set_timer,"{""duration_minutes"": 1.5, ""label"": ""steep the green tea""}",,set_timer,"{""duration_minutes"": 90, ""label"": ""steep the green tea""}",True,False,True,False,3674.0,
3,n060,set a timer for 90 seconds to steep the green tea,multi_arg,hard,set_timer,"{""duration_minutes"": 1.5, ""label"": ""steep the green tea""}",,set_timer,"{""duration_minutes"": 90, ""label"": ""steep the green tea""}",True,False,True,False,3095.0,
4,n060,set a timer for 90 seconds to steep the green tea,multi_arg,hard,set_timer,"{""duration_minutes"": 1.5, ""label"": ""steep the green tea""}",,set_timer,"{""duration_minutes"": 90, ""label"": ""steep the green tea""}",True,False,True,False,3132.1,
5,n060,set a timer for 90 seconds to steep the green tea,multi_arg,hard,set_timer,"{""duration_minutes"": 1.5, ""label"": ""steep the green tea""}",,set_timer,"{""duration_minutes"": 90, ""label"": ""steep green tea""}",True,False,True,False,3036.3,
6,n060,set a timer for 90 seconds to steep the green tea,multi_arg,hard,set_timer,"{""duration_minutes"": 1.5, ""label"": ""steep the green tea""}",,set_timer,"{""duration_minutes"": 90, ""label"": ""steep the green tea""}",True,False,True,False,3144.4,
7,n060,set a timer for 90 seconds to steep the green tea,multi_arg,hard,set_timer,"{""duration_minutes"": 1.5, ""label"": ""steep the green tea""}",,set_timer,"{""duration_minutes"": 90, ""label"": ""steep the green tea""}",True,False,True,False,3102.2,
8,n060,set a timer for 90 seconds to steep the green tea,multi_arg,hard,set_timer,"{""duration_minutes"": 1.5, ""label"": ""steep the green tea""}",,set_timer,"{""duration_minutes"": 90, ""label"": ""steep green tea""}",True,False,True,False,3007.2,
